,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,Type,Size,Dept,Weekly_Sales,Holiday,Year,Month,Day
12153,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,38,69964.91,Super Bowl,2011,2,11
12154,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,38,72875.64,Labor Day,2011,9,9
12155,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,38,46391.53,Thanksgiving,2011,11,25
12156,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,38,61951.93,Christmas,2011,12,30
12157,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,38,64724.07,Super Bowl,2012,2,10
12158,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,38,59158.75,Labor Day,2012,9,7
12159,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,40,68271.66,Super Bowl,2010,2,12
12160,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,40,63826.06,Labor Day,2010,9,10
12161,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,40,57038.25,Thanksgiving,2010,11,26
12162,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,40,58295.54,Christmas,2010,12,31
12163,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,40,67131.51,Super Bowl,2011,2,11
12164,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,40,61439.59,Labor Day,2011,9,9
12165,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,40,50149.32,Thanksgiving,2011,11,25
12166,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,40,52985.54,Christmas,2011,12,30
12167,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,40,63894.85,Super Bowl,2012,2,10
12168,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,40,59664.87,Labor Day,2012,9,7
12169,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,41,546.07,Super Bowl,2010,2,12
12170,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,41,302.0,Labor Day,2010,9,10
12171,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,41,769.5,Thanksgiving,2010,11,26
12172,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,41,347.25,Christmas,2010,12,31
12173,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,41,811.0,Super Bowl,2011,2,11
12174,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,41,650.5,Labor Day,2011,9,9
12175,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,41,1134.69,Thanksgiving,2011,11,25
12176,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,41,399.5,Christmas,2011,12,30
12177,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,41,646.75,Super Bowl,2012,2,10
12178,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,41,296.44,Labor Day,2012,9,7
12179,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,42,5064.06,Super Bowl,2010,2,12
12180,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,42,7042.36,Labor Day,2010,9,10
12181,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,42,6184.23,Thanksgiving,2010,11,26
12182,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,42,4938.33,Christmas,2010,12,31
12183,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,42,6329.26,Super Bowl,2011,2,11
12184,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,42,8339.5,Labor Day,2011,9,9
12185,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,42,7217.72,Thanksgiving,2011,11,25
12186,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,42,6207.77,Christmas,2011,12,30
12187,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,42,6784.77,Super Bowl,2012,2,10
12188,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,42,7373.84,Labor Day,2012,9,7
12189,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,44,6050.89,Super Bowl,2010,2,12
12190,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,44,4673.76,Labor Day,2010,9,10
12191,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,44,8684.08,Thanksgiving,2010,11,26
12192,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,44,3246.95,Christmas,2010,12,31
12193,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,44,5386.27,Super Bowl,2011,2,11
12194,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,44,5273.84,Labor Day,2011,9,9
12195,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,44,8112.26,Thanksgiving,2011,11,25
12196,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,44,4583.35,Christmas,2011,12,30
12197,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,44,4940.72,Super Bowl,2012,2,10
12198,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,44,3959.0,Labor Day,2012,9,7
12199,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,45,5.0,Labor Day,2010,9,10
12200,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,45,35.91,Thanksgiving,2011,11,25
12201,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,45,11.97,Christmas,2011,12,30
12202,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,46,25347.51,Super Bowl,2010,2,12
12203,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,46,21772.22,Labor Day,2010,9,10
12204,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,46,24795.54,Thanksgiving,2010,11,26
12205,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,46,23470.67,Christmas,2010,12,31
12206,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,46,28859.89,Super Bowl,2011,2,11
12207,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,46,22171.4,Labor Day,2011,9,9
12208,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,46,24743.12,Thanksgiving,2011,11,25
12209,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,46,29855.3,Christmas,2011,12,30
12210,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,46,25030.39,Super Bowl,2012,2,10
12211,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,46,20483.57,Labor Day,2012,9,7
12212,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,47,60.0,Thanksgiving,2010,11,26
12213,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,47,-259.0,Super Bowl,2012,2,10
12214,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,49,15216.7,Super Bowl,2010,2,12
12215,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,49,9112.59,Labor Day,2010,9,10
12216,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,49,5706.01,Thanksgiving,2010,11,26
12217,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,49,11897.56,Christmas,2010,12,31
12218,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,49,13227.69,Super Bowl,2011,2,11
12219,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,49,7947.87,Labor Day,2011,9,9
12220,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,49,5541.3,Thanksgiving,2011,11,25
12221,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,49,13425.5,Christmas,2011,12,30
12222,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,49,14106.29,Super Bowl,2012,2,10
12223,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,49,6426.57,Labor Day,2012,9,7
12224,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,50,39.0,Thanksgiving,2010,11,26
12225,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,50,118.0,Christmas,2010,12,31
12226,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,50,10.0,Super Bowl,2011,2,11
12227,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,50,1998.0,Labor Day,2011,9,9
12228,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,50,523.0,Thanksgiving,2011,11,25
12229,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,50,1681.0,Christmas,2011,12,30
12230,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,50,2197.0,Super Bowl,2012,2,10
12231,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,50,1180.0,Labor Day,2012,9,7
12232,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,51,5.36,Christmas,2010,12,31
12233,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,52,3729.57,Super Bowl,2010,2,12
12234,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,52,3573.93,Labor Day,2010,9,10
12235,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,52,6485.44,Thanksgiving,2010,11,26
12236,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,52,2264.22,Christmas,2010,12,31
12237,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,52,3103.23,Super Bowl,2011,2,11
12238,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,52,2564.92,Labor Day,2011,9,9
12239,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,52,6676.46,Thanksgiving,2011,11,25
12240,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,52,1708.74,Christmas,2011,12,30
12241,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,52,2829.74,Super Bowl,2012,2,10
12242,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,52,2169.84,Labor Day,2012,9,7
12243,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,54,269.5,Super Bowl,2010,2,12
12244,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,54,202.0,Labor Day,2010,9,10
12245,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,54,148.34,Thanksgiving,2010,11,26
12246,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,54,59.92,Christmas,2010,12,31
12247,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,54,60.92,Super Bowl,2011,2,11
12248,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,54,118.64,Labor Day,2011,9,9
12249,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,54,41.92,Thanksgiving,2011,11,25
12250,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,54,24.84,Christmas,2011,12,30
12251,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,54,10.0,Super Bowl,2012,2,10
12252,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,54,26.04,Labor Day,2012,9,7
12253,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,55,16385.23,Super Bowl,2010,2,12
12254,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,55,7377.68,Labor Day,2010,9,10
12255,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,55,30488.14,Thanksgiving,2010,11,26
12256,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,55,14132.29,Christmas,2010,12,31
12257,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,55,13374.95,Super Bowl,2011,2,11
12258,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,55,7044.91,Labor Day,2011,9,9
12259,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,55,41175.57,Thanksgiving,2011,11,25
12260,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,55,19941.25,Christmas,2011,12,30
12261,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,55,10009.39,Super Bowl,2012,2,10
12262,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,55,6564.12,Labor Day,2012,9,7
12263,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,56,1257.04,Super Bowl,2010,2,12
12264,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,56,2920.48,Labor Day,2010,9,10
12265,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,56,737.19,Thanksgiving,2010,11,26
12266,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,56,127.51,Christmas,2010,12,31
12267,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,56,904.98,Super Bowl,2011,2,11
12268,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,56,1122.79,Labor Day,2011,9,9
12269,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,56,1294.66,Thanksgiving,2011,11,25
12270,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,56,79.02,Christmas,2011,12,30
12271,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,56,854.97,Super Bowl,2012,2,10
12272,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,56,2562.38,Labor Day,2012,9,7
12273,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,58,4949.0,Super Bowl,2010,2,12
12274,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,58,2830.0,Labor Day,2010,9,10
12275,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,58,5844.0,Thanksgiving,2010,11,26
12276,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,58,3459.0,Christmas,2010,12,31
12277,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,58,3855.0,Super Bowl,2011,2,11
12278,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,58,3902.5,Labor Day,2011,9,9
12279,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,58,1842.5,Thanksgiving,2011,11,25
12280,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,58,1065.0,Christmas,2011,12,30
12281,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,58,1090.0,Super Bowl,2012,2,10
12282,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,58,1680.0,Labor Day,2012,9,7
12283,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,59,810.05,Super Bowl,2010,2,12
12284,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,59,557.59,Labor Day,2010,9,10
12285,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,59,1536.32,Thanksgiving,2010,11,26
12286,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,59,4380.51,Christmas,2010,12,31
12287,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,59,483.45,Super Bowl,2011,2,11
12288,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,59,215.61,Labor Day,2011,9,9
12289,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,59,1813.93,Thanksgiving,2011,11,25
12290,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,59,6495.53,Christmas,2011,12,30
12291,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,59,232.63,Super Bowl,2012,2,10
12292,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,59,151.86,Labor Day,2012,9,7
12293,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,60,105.6,Christmas,2010,12,31
12294,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,60,202.4,Super Bowl,2011,2,11
12295,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,60,105.6,Labor Day,2011,9,9
12296,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,60,105.6,Thanksgiving,2011,11,25
12297,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,60,96.8,Christmas,2011,12,30
12298,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,60,220.0,Super Bowl,2012,2,10
12299,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,60,180.0,Labor Day,2012,9,7
12300,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,67,18845.98,Super Bowl,2010,2,12
12301,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,67,6378.65,Labor Day,2010,9,10
12302,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,67,8000.53,Thanksgiving,2010,11,26
12303,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,67,4764.41,Christmas,2010,12,31
12304,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,67,16093.39,Super Bowl,2011,2,11
12305,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,67,4838.54,Labor Day,2011,9,9
12306,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,67,6735.87,Thanksgiving,2011,11,25
12307,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,67,7553.31,Christmas,2011,12,30
12308,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,67,10514.31,Super Bowl,2012,2,10
12309,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,67,4840.64,Labor Day,2012,9,7
12310,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,71,12496.08,Super Bowl,2010,2,12
12311,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,71,10509.0,Labor Day,2010,9,10
12312,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,71,17343.58,Thanksgiving,2010,11,26
12313,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,71,5303.08,Christmas,2010,12,31
12314,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,71,9422.66,Super Bowl,2011,2,11
12315,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,71,7408.79,Labor Day,2011,9,9
12316,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,71,12289.42,Thanksgiving,2011,11,25
12317,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,71,8572.11,Christmas,2011,12,30
12318,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,71,14604.57,Super Bowl,2012,2,10
12319,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,71,7182.71,Labor Day,2012,9,7
12320,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,72,114262.07,Super Bowl,2010,2,12
12321,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,72,68704.51,Labor Day,2010,9,10
12322,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,72,353008.64,Thanksgiving,2010,11,26
12323,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,72,52555.56,Christmas,2010,12,31
12324,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,72,77705.87,Super Bowl,2011,2,11
12325,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,72,41685.65,Labor Day,2011,9,9
12326,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,72,305161.38,Thanksgiving,2011,11,25
12327,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,72,47128.01,Christmas,2011,12,30
12328,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,72,99826.62,Super Bowl,2012,2,10
12329,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,72,41603.84,Labor Day,2012,9,7
12330,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,74,19251.57,Super Bowl,2010,2,12
12331,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,74,26864.75,Labor Day,2010,9,10
12332,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,74,35229.48,Thanksgiving,2010,11,26
12333,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,74,19616.28,Christmas,2010,12,31
12334,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,74,23036.13,Super Bowl,2011,2,11
12335,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,74,21231.63,Labor Day,2011,9,9
12336,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,74,36350.75,Thanksgiving,2011,11,25
12337,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,74,21754.94,Christmas,2011,12,30
12338,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,74,24448.12,Super Bowl,2012,2,10
12339,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,74,26932.24,Labor Day,2012,9,7
12340,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,77,954.0,Thanksgiving,2011,11,25
12341,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,78,5.0,Super Bowl,2010,2,12
12342,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,79,26535.27,Super Bowl,2010,2,12
12343,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,79,22328.67,Labor Day,2010,9,10
12344,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,79,23274.51,Thanksgiving,2010,11,26
12345,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,79,17102.11,Christmas,2010,12,31
12346,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,79,23957.78,Super Bowl,2011,2,11
12347,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,79,24454.71,Labor Day,2011,9,9
12348,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,79,24573.0,Thanksgiving,2011,11,25
12349,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,79,19276.79,Christmas,2011,12,30
12350,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,79,30810.03,Super Bowl,2012,2,10
12351,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,79,25575.36,Labor Day,2012,9,7
12352,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,80,41.88,Super Bowl,2010,2,12
12353,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,80,15.0,Labor Day,2010,9,10
12354,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,80,56.97,Thanksgiving,2010,11,26
12355,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,80,39.28,Christmas,2010,12,31
12356,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,80,84.66,Super Bowl,2011,2,11
12357,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,80,268.54,Labor Day,2011,9,9
12358,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,80,791.58,Thanksgiving,2011,11,25
12359,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,80,722.42,Christmas,2011,12,30
12360,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,80,1033.69,Super Bowl,2012,2,10
12361,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,80,684.64,Labor Day,2012,9,7
12362,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,81,11005.35,Super Bowl,2010,2,12
12363,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,81,11442.74,Labor Day,2010,9,10
12364,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,81,8043.75,Thanksgiving,2010,11,26
12365,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,81,8645.64,Christmas,2010,12,31
12366,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,81,12828.63,Super Bowl,2011,2,11
12367,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,81,7520.34,Labor Day,2011,9,9
12368,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,81,12515.46,Thanksgiving,2011,11,25
12369,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,81,10370.84,Christmas,2011,12,30
12370,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,81,15131.88,Super Bowl,2012,2,10
12371,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,81,15869.08,Labor Day,2012,9,7
12372,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,82,12969.69,Super Bowl,2010,2,12
12373,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,82,12378.31,Labor Day,2010,9,10
12374,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,82,18615.08,Thanksgiving,2010,11,26
12375,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,82,14805.72,Christmas,2010,12,31
12376,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,82,17069.51,Super Bowl,2011,2,11
12377,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,82,13826.14,Labor Day,2011,9,9
12378,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,82,16704.8,Thanksgiving,2011,11,25
12379,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,82,20096.43,Christmas,2011,12,30
12380,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,82,13235.48,Super Bowl,2012,2,10
12381,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,82,12693.53,Labor Day,2012,9,7
12382,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,83,214.8,Super Bowl,2010,2,12
12383,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,83,1194.74,Labor Day,2010,9,10
12384,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,83,842.68,Thanksgiving,2010,11,26
12385,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,83,644.72,Christmas,2010,12,31
12386,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,83,825.12,Super Bowl,2011,2,11
12387,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,83,2707.79,Thanksgiving,2011,11,25
12388,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,83,2589.46,Christmas,2011,12,30
12389,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,83,3108.72,Super Bowl,2012,2,10
12390,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,83,2717.84,Labor Day,2012,9,7
12391,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,85,1346.89,Super Bowl,2010,2,12
12392,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,85,2101.03,Labor Day,2010,9,10
12393,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,85,1632.89,Thanksgiving,2010,11,26
12394,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,85,803.78,Christmas,2010,12,31
12395,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,85,1305.7,Super Bowl,2011,2,11
12396,18,2011-09-09,68.11,3.809,136.2745806,8.89,B,120653,85,794.26,Labor Day,2011,9,9
12397,18,2011-11-25,41.97,3.536,136.4788,8.471,B,120653,85,1902.17,Thanksgiving,2011,11,25
12398,18,2011-12-30,32.36,3.402,136.6432581,8.471,B,120653,85,1527.49,Christmas,2011,12,30
12399,18,2012-02-10,32.83,3.655,137.1666774,8.075,B,120653,85,1887.34,Super Bowl,2012,2,10
12400,18,2012-09-07,71.85,3.921,138.4729355,8.535,B,120653,85,2440.52,Labor Day,2012,9,7
12401,18,2010-02-12,26.41,2.771,131.5866129,9.202,B,120653,87,17456.97,Super Bowl,2010,2,12
12402,18,2010-09-10,67.09,2.717,132.7564516,9.342,B,120653,87,16804.03,Labor Day,2010,9,10
12403,18,2010-11-26,40.81,3.07,132.8369333,9.331,B,120653,87,17820.83,Thanksgiving,2010,11,26
12404,18,2010-12-31,26.1,3.177,132.8150323,9.331,B,120653,87,13745.26,Christmas,2010,12,31
12405,18,2011-02-11,24.3,3.255,133.260871,9.131,B,120653,87,22609.58,Super Bowl,2011,2,11
